path,name,cat1,cat2,cat3
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0080_131829.jpg,Barn_Swallow_0080_131829.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0014_130403.jpg,Barn_Swallow_0014_130403.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0019_130555.jpg,Barn_Swallow_0019_130555.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0007_131030.jpg,Barn_Swallow_0007_131030.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0063_132572.jpg,Barn_Swallow_0063_132572.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0074_132094.jpg,Barn_Swallow_0074_132094.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0083_132949.jpg,Barn_Swallow_0083_132949.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0027_129978.jpg,Barn_Swallow_0027_129978.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0055_131933.jpg,Barn_Swallow_0055_131933.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0006_131315.jpg,Barn_Swallow_0006_131315.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0041_131860.jpg,Barn_Swallow_0041_131860.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0044_132542.jpg,Barn_Swallow_0044_132542.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0072_130474.jpg,Barn_Swallow_0072_130474.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0029_132832.jpg,Barn_Swallow_0029_132832.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0086_132477.jpg,Barn_Swallow_0086_132477.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0050_130095.jpg,Barn_Swallow_0050_130095.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_136.Barn_Swallow/Barn_Swallow_0062_132755.jpg,Barn_Swallow_0062_132755.jpg,animal,bird,CUB_136.Barn_Swallow
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,Laysan_Albatross_0017_614.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,Laysan_Albatross_0033_658.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,Laysan_Albatross_0034_628.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0093_725.jpg,Laysan_Albatross_0093_725.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,Laysan_Albatross_0080_821.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,Laysan_Albatross_0012_696.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,Laysan_Albatross_0075_668.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,Laysan_Albatross_0079_506.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,Laysan_Albatross_0023_1059.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,Laysan_Albatross_0042_801.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0102_611.jpg,Laysan_Albatross_0102_611.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,Laysan_Albatross_0049_918.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0021_737.jpg,Laysan_Albatross_0021_737.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0058_637.jpg,Laysan_Albatross_0058_637.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,Laysan_Albatross_0037_699.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,Laysan_Albatross_0070_788.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,Laysan_Albatross_0103_504.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,Laysan_Albatross_0091_602.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,Laysan_Albatross_0098_621.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,Laysan_Albatross_0059_488.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,Laysan_Albatross_0002_1027.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0035_876.jpg,Laysan_Albatross_0035_876.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0001_545.jpg,Laysan_Albatross_0001_545.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,Laysan_Albatross_0028_643.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg,Laysan_Albatross_0082_524.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,Laysan_Albatross_0064_674.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,Laysan_Albatross_0104_630.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,Laysan_Albatross_0060_777.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0004_930.jpg,Laysan_Albatross_0004_930.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,Laysan_Albatross_0053_543.jpg,animal,bird,CUB_002.Laysan_Albatross
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0050_85815.jpg,White_Breasted_Nuthatch_0050_85815.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0003_86029.jpg,White_Breasted_Nuthatch_0003_86029.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0018_85937.jpg,White_Breasted_Nuthatch_0018_85937.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0070_85983.jpg,White_Breasted_Nuthatch_0070_85983.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0129_86761.jpg,White_Breasted_Nuthatch_0129_86761.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0101_86708.jpg,White_Breasted_Nuthatch_0101_86708.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0014_86023.jpg,White_Breasted_Nuthatch_0014_86023.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0132_86876.jpg,White_Breasted_Nuthatch_0132_86876.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0024_86200.jpg,White_Breasted_Nuthatch_0024_86200.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0092_86016.jpg,White_Breasted_Nuthatch_0092_86016.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0078_85828.jpg,White_Breasted_Nuthatch_0078_85828.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0075_86289.jpg,White_Breasted_Nuthatch_0075_86289.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0060_86031.jpg,White_Breasted_Nuthatch_0060_86031.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0090_86856.jpg,White_Breasted_Nuthatch_0090_86856.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0076_85801.jpg,White_Breasted_Nuthatch_0076_85801.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0120_85890.jpg,White_Breasted_Nuthatch_0120_85890.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0110_86038.jpg,White_Breasted_Nuthatch_0110_86038.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0059_85903.jpg,White_Breasted_Nuthatch_0059_85903.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0020_86143.jpg,White_Breasted_Nuthatch_0020_86143.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0010_85783.jpg,White_Breasted_Nuthatch_0010_85783.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0082_86435.jpg,White_Breasted_Nuthatch_0082_86435.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0119_86182.jpg,White_Breasted_Nuthatch_0119_86182.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0103_86470.jpg,White_Breasted_Nuthatch_0103_86470.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0030_85823.jpg,White_Breasted_Nuthatch_0030_85823.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0113_86057.jpg,White_Breasted_Nuthatch_0113_86057.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0004_86969.jpg,White_Breasted_Nuthatch_0004_86969.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0108_86308.jpg,White_Breasted_Nuthatch_0108_86308.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0086_86553.jpg,White_Breasted_Nuthatch_0086_86553.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0063_86573.jpg,White_Breasted_Nuthatch_0063_86573.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0042_86488.jpg,White_Breasted_Nuthatch_0042_86488.jpg,animal,bird,CUB_094.White_breasted_Nuthatch
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0083_190025.jpg,Winter_Wren_0083_190025.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0019_189533.jpg,Winter_Wren_0019_189533.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0112_189507.jpg,Winter_Wren_0112_189507.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0102_189563.jpg,Winter_Wren_0102_189563.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0093_189686.jpg,Winter_Wren_0093_189686.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0127_190091.jpg,Winter_Wren_0127_190091.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0062_189501.jpg,Winter_Wren_0062_189501.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0063_189543.jpg,Winter_Wren_0063_189543.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0097_190139.jpg,Winter_Wren_0097_190139.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0082_189549.jpg,Winter_Wren_0082_189549.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0048_189683.jpg,Winter_Wren_0048_189683.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0047_190390.jpg,Winter_Wren_0047_190390.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0049_189504.jpg,Winter_Wren_0049_189504.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0111_189596.jpg,Winter_Wren_0111_189596.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0122_189475.jpg,Winter_Wren_0122_189475.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0086_189692.jpg,Winter_Wren_0086_189692.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0004_189670.jpg,Winter_Wren_0004_189670.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0050_189514.jpg,Winter_Wren_0050_189514.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0142_190379.jpg,Winter_Wren_0142_190379.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0038_189510.jpg,Winter_Wren_0038_189510.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0073_190044.jpg,Winter_Wren_0073_190044.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0021_189597.jpg,Winter_Wren_0021_189597.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0071_189689.jpg,Winter_Wren_0071_189689.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0056_189508.jpg,Winter_Wren_0056_189508.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0090_190104.jpg,Winter_Wren_0090_190104.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0003_189838.jpg,Winter_Wren_0003_189838.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0013_189500.jpg,Winter_Wren_0013_189500.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0110_189569.jpg,Winter_Wren_0110_189569.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0141_190152.jpg,Winter_Wren_0141_190152.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_199.Winter_Wren/Winter_Wren_0132_189861.jpg,Winter_Wren_0132_189861.jpg,animal,bird,CUB_199.Winter_Wren
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0070_33084.jpg,European_Goldfinch_0070_33084.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0073_794633.jpg,European_Goldfinch_0073_794633.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0011_794676.jpg,European_Goldfinch_0011_794676.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0022_794674.jpg,European_Goldfinch_0022_794674.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0040_794643.jpg,European_Goldfinch_0040_794643.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0034_33256.jpg,European_Goldfinch_0034_33256.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0087_794693.jpg,European_Goldfinch_0087_794693.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0037_33149.jpg,European_Goldfinch_0037_33149.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0017_794638.jpg,European_Goldfinch_0017_794638.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0080_33322.jpg,European_Goldfinch_0080_33322.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0108_33176.jpg,European_Goldfinch_0108_33176.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0036_794642.jpg,European_Goldfinch_0036_794642.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0005_33263.jpg,European_Goldfinch_0005_33263.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0081_33259.jpg,European_Goldfinch_0081_33259.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0077_33346.jpg,European_Goldfinch_0077_33346.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0075_794660.jpg,European_Goldfinch_0075_794660.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0094_794673.jpg,European_Goldfinch_0094_794673.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0058_794665.jpg,European_Goldfinch_0058_794665.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0067_794637.jpg,European_Goldfinch_0067_794637.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0062_794657.jpg,European_Goldfinch_0062_794657.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0092_794671.jpg,European_Goldfinch_0092_794671.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0084_33147.jpg,European_Goldfinch_0084_33147.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0085_794682.jpg,European_Goldfinch_0085_794682.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0038_794675.jpg,European_Goldfinch_0038_794675.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0106_33298.jpg,European_Goldfinch_0106_33298.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0089_33279.jpg,European_Goldfinch_0089_33279.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0104_794634.jpg,European_Goldfinch_0104_794634.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0020_794644.jpg,European_Goldfinch_0020_794644.jpg,animal,bird,CUB_048.European_Goldfinch
./images/deepCats/test/animal/bird/CUB_048.European_Goldfinch/European_Goldfinch_0048_794656.jpg,European_Goldfinch_0048_794656.jpg,animal,bird,CUB_048.European_Goldfinch
